stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
58049,58049,Chèvremont / Jacques-Bizard,45.494198,-73.875805,http://m.stm.info/fr/horaires/arrets/58049/bus,0,,1
58050,58050,Chèvremont / Jacques-Bizard,45.493459,-73.877576,http://m.stm.info/fr/horaires/arrets/58050/bus,0,,2
58051,58051,Chèvremont / Jules-Janvril,45.496784,-73.872569,http://m.stm.info/fr/horaires/arrets/58051/bus,0,,1
58052,58052,Chèvremont / Beaulieu,45.499514,-73.870588,http://m.stm.info/fr/horaires/arrets/58052/bus,0,,1
58053,58053,Chèvremont / Joncaire,45.500628,-73.869024,http://m.stm.info/fr/horaires/arrets/58053/bus,0,,1
58054,58054,Cherrier / Jacques-Bizard,45.490729,-73.871365,http://m.stm.info/fr/horaires/arrets/58054/bus,0,,2
58055,58055,Cherrier / Lachapelle,45.489941,-73.872368,http://m.stm.info/fr/horaires/arrets/58055/bus,0,,1
58056,58056,Cherrier / Lachapelle,45.489940,-73.872789,http://m.stm.info/fr/horaires/arrets/58056/bus,0,,1
58057,58057,Cherrier / Pierre-Boileau,45.492022,-73.869299,http://m.stm.info/fr/horaires/arrets/58057/bus,0,,1
58058,58058,Chèvremont / Saint-Malo,45.501548,-73.867537,http://m.stm.info/fr/horaires/arrets/58058/bus,0,,1
58059,58059,Cherrier / Poudrette,45.493266,-73.867319,http://m.stm.info/fr/horaires/arrets/58059/bus,0,,2
58060,58060,Cherrier / Léon-Brisebois,45.496901,-73.863297,http://m.stm.info/fr/horaires/arrets/58060/bus,0,,2
58061,58061,Cherrier / Pierre-Foretier,45.497782,-73.862942,http://m.stm.info/fr/horaires/arrets/58061/bus,0,,2
58062,58062,Cherrier / des Prés,45.488730,-73.875732,http://m.stm.info/fr/horaires/arrets/58062/bus,0,,1
58063,58063,Cherrier / des Prés,45.488491,-73.875917,http://m.stm.info/fr/horaires/arrets/58063/bus,0,,1
58064,58064,Chèvremont / Aimé-Lecavalier,45.492765,-73.878302,http://m.stm.info/fr/horaires/arrets/58064/bus,0,,1
58065,58065,École Jacques-Bizard (de l'Église / No 515),45.488677,-73.881553,http://m.stm.info/fr/horaires/arrets/58065/bus,0,,1
58066,58066,Centre socioculturel (de l'Église / No 490),45.488332,-73.881275,http://m.stm.info/fr/horaires/arrets/58066/bus,0,,1
58067,58067,Gouin / Lavigne,45.474610,-73.874397,http://m.stm.info/fr/horaires/arrets/58067/bus,0,,1
58068,58068,Gouin / Lavigne,45.474417,-73.874300,http://m.stm.info/fr/horaires/arrets/58068/bus,0,,1
58069,58069,de Pierrefonds / Richelieu,45.472958,-73.872711,http://m.stm.info/fr/horaires/arrets/58069/bus,0,,1
58070,58070,Gouin / Saint-Joseph,45.482000,-73.869571,http://m.stm.info/fr/horaires/arrets/58070/bus,0,,2
58071,58071,Gouin / Saint-Joseph,45.481817,-73.869589,http://m.stm.info/fr/horaires/arrets/58071/bus,0,,1
58072,58072,Gouin / de Jouvence,45.473111,-73.874675,http://m.stm.info/fr/horaires/arrets/58072/bus,0,,1
58073,58073,Gouin / No 16056,45.479899,-73.871499,http://m.stm.info/fr/horaires/arrets/58073/bus,0,,1
58074,58074,Gouin / de la Caserne,45.480598,-73.870277,http://m.stm.info/fr/horaires/arrets/58074/bus,0,,1
58075,58075,de Pierrefonds / Richelieu,45.472574,-73.872618,http://m.stm.info/fr/horaires/arrets/58075/bus,0,,1
58076,58076,Gouin / No 16407,45.476382,-73.874224,http://m.stm.info/fr/horaires/arrets/58076/bus,0,,1
58077,58077,Gouin / No 16407,45.476403,-73.874324,http://m.stm.info/fr/horaires/arrets/58077/bus,0,,1
58078,58078,Cégep Gérald-Godin (Gouin / Du Pont),45.483164,-73.867520,http://m.stm.info/fr/horaires/arrets/58078/bus,0,,1
58079,58079,Gouin / No 16180,45.478301,-73.873319,http://m.stm.info/fr/horaires/arrets/58079/bus,0,,1
58080,58080,Gouin / No 15905,45.480676,-73.870103,http://m.stm.info/fr/horaires/arrets/58080/bus,0,,1
58081,58081,Cégep Gérald-Godin,45.483148,-73.867095,http://m.stm.info/fr/horaires/arrets/58081/bus,0,,1
58082,58082,Gouin / Laframboise,45.484790,-73.865451,http://m.stm.info/fr/horaires/arrets/58082/bus,0,,1
58083,58083,de Pierrefonds / Nanterre,45.464566,-73.881513,http://m.stm.info/fr/horaires/arrets/58083/bus,0,,1
58085,58085,Gouin / du Cap-Saint-Jacques,45.461279,-73.919755,http://m.stm.info/fr/horaires/arrets/58085/bus,0,,2
58086,58086,Place Riviera,45.516406,-73.829715,http://m.stm.info/fr/horaires/arrets/58086/bus,0,,1
58087,58087,Gouin / Coursol,45.465528,-73.890486,http://m.stm.info/fr/horaires/arrets/58087/bus,0,,2
58088,58088,Gouin / Coursol,45.465380,-73.890604,http://m.stm.info/fr/horaires/arrets/58088/bus,0,,2
58089,58089,de Pierrefonds / Nanterre,45.465009,-73.881220,http://m.stm.info/fr/horaires/arrets/58089/bus,0,,1
58090,58090,de Pierrefonds / Louis-Fréchette,45.467222,-73.878051,http://m.stm.info/fr/horaires/arrets/58090/bus,0,,1
58091,58091,Saint-Charles / Gouin,45.471273,-73.877208,http://m.stm.info/fr/horaires/arrets/58091/bus,0,,1
58092,58092,Saint-Charles / Gouin,45.470986,-73.877440,http://m.stm.info/fr/horaires/arrets/58092/bus,0,,1
58093,58093,de Pierrefonds / Saint-Charles,45.469041,-73.875436,http://m.stm.info/fr/horaires/arrets/58093/bus,0,,1
58094,58094,Saint-Charles / de Pierrefonds,45.468889,-73.875784,http://m.stm.info/fr/horaires/arrets/58094/bus,0,,1
58095,58095,de Pierrefonds / Saint-Charles,45.468542,-73.875811,http://m.stm.info/fr/horaires/arrets/58095/bus,0,,1
58096,58096,de Pierrefonds / Saint-Charles,45.469178,-73.874908,http://m.stm.info/fr/horaires/arrets/58096/bus,0,,1
58097,58097,Saint-Charles / de Pierrefonds,45.469250,-73.875746,http://m.stm.info/fr/horaires/arrets/58097/bus,0,,1
58098,58098,Saint-Charles / Claude,45.467875,-73.875081,http://m.stm.info/fr/horaires/arrets/58098/bus,0,,1
58099,58099,Gouin / Sainte-Anne,45.478782,-73.873164,http://m.stm.info/fr/horaires/arrets/58099/bus,0,,1
58100,58100,Henri-Daoust / Antoine-Faucon,45.457119,-73.872819,http://m.stm.info/fr/horaires/arrets/58100/bus,0,,1
58101,58101,Saint-Charles / Duval,45.465522,-73.872970,http://m.stm.info/fr/horaires/arrets/58101/bus,0,,1
58102,58102,Saint-Charles / Saint-Denis,45.465759,-73.873524,http://m.stm.info/fr/horaires/arrets/58102/bus,0,,1
58103,58103,de Pierrefonds / Sainte-Anne,45.476317,-73.870843,http://m.stm.info/fr/horaires/arrets/58103/bus,0,,1
58104,58104,Sainte-Anne / de Pierrefonds,45.476099,-73.871169,http://m.stm.info/fr/horaires/arrets/58104/bus,0,,1
58105,58105,Antoine-Faucon / Biroleau,45.458318,-73.870607,http://m.stm.info/fr/horaires/arrets/58105/bus,0,,1
58106,58106,Antoine-Faucon / Biroleau,45.458125,-73.870738,http://m.stm.info/fr/horaires/arrets/58106/bus,0,,1
58107,58107,Saint-Charles / Maher,45.462298,-73.869232,http://m.stm.info/fr/horaires/arrets/58107/bus,0,,1
58108,58108,Saint-Charles / Oakwood,45.462188,-73.868396,http://m.stm.info/fr/horaires/arrets/58108/bus,0,,1
58109,58109,Gouin / Paiement,45.483510,-73.867308,http://m.stm.info/fr/horaires/arrets/58109/bus,0,,1
58110,58110,Gouin / Paiement,45.483658,-73.866985,http://m.stm.info/fr/horaires/arrets/58110/bus,0,,1
58111,58111,Saint-Charles / Antoine-Faucon,45.460462,-73.866547,http://m.stm.info/fr/horaires/arrets/58111/bus,0,,1
58112,58112,Antoine-Faucon / Saint-Charles,45.459941,-73.867011,http://m.stm.info/fr/horaires/arrets/58112/bus,0,,1
58113,58113,Antoine-Faucon / Saint-Charles,45.459999,-73.867203,http://m.stm.info/fr/horaires/arrets/58113/bus,0,,1
58114,58114,Jacques-Bizard / Gouin,45.484936,-73.864604,http://m.stm.info/fr/horaires/arrets/58114/bus,0,,1
58115,58115,Gouin / Jacques-Bizard,45.485330,-73.864443,http://m.stm.info/fr/horaires/arrets/58115/bus,0,,1
58116,58116,Gouin / Laframboise,45.484706,-73.865380,http://m.stm.info/fr/horaires/arrets/58116/bus,0,,1
58117,58117,Jacques-Bizard / Gouin,45.484551,-73.864600,http://m.stm.info/fr/horaires/arrets/58117/bus,0,,1
58118,58118,de Pierrefonds / Paiement,45.480549,-73.864686,http://m.stm.info/fr/horaires/arrets/58118/bus,0,,1
58119,58119,de Pierrefonds / Paiement,45.480145,-73.864940,http://m.stm.info/fr/horaires/arrets/58119/bus,0,,1
58120,58120,Paiement / de Pierrefonds,45.480821,-73.865171,http://m.stm.info/fr/horaires/arrets/58120/bus,0,,1
58121,58121,Gouin / Saint-Pierre,45.487182,-73.861630,http://m.stm.info/fr/horaires/arrets/58121/bus,0,,1
58122,58122,Gouin / Saint-Pierre,45.486952,-73.861771,http://m.stm.info/fr/horaires/arrets/58122/bus,0,,1
58123,58123,Jacques-Bizard / de Pierrefonds,45.481754,-73.861868,http://m.stm.info/fr/horaires/arrets/58123/bus,0,,2
58124,58124,de Pierrefonds / Jacques-Bizard,45.482855,-73.861371,http://m.stm.info/fr/horaires/arrets/58124/bus,0,,1
58125,58125,Jacques-Bizard / Labelle,45.480509,-73.861123,http://m.stm.info/fr/horaires/arrets/58125/bus,0,,1
58126,58126,Jacques-Bizard / Labelle,45.480768,-73.861482,http://m.stm.info/fr/horaires/arrets/58126/bus,0,,1
58127,58127,Jacques-Bizard / Fernand,45.478544,-73.859894,http://m.stm.info/fr/horaires/arrets/58127/bus,0,,1
58128,58128,Jacques-Bizard / Fernand,45.478918,-73.860328,http://m.stm.info/fr/horaires/arrets/58128/bus,0,,1
58129,58129,Jacques-Bizard / Highland,45.477002,-73.858929,http://m.stm.info/fr/horaires/arrets/58129/bus,0,,1
58130,58130,Gouin / Aumais,45.490050,-73.857451,http://m.stm.info/fr/horaires/arrets/58130/bus,0,,2
58131,58131,Jacques-Bizard / Oakwood,45.474286,-73.857292,http://m.stm.info/fr/horaires/arrets/58131/bus,0,,1
58132,58132,Jacques-Bizard / Oakwood,45.474606,-73.857280,http://m.stm.info/fr/horaires/arrets/58132/bus,0,,1
58133,58133,Gouin / Saint-Jean,45.493376,-73.853213,http://m.stm.info/fr/horaires/arrets/58133/bus,0,,1
58134,58134,Gouin / Saint-Jean,45.493291,-73.853452,http://m.stm.info/fr/horaires/arrets/58134/bus,0,,1
58135,58135,Saint-Jean / de Pierrefonds,45.491166,-73.851252,http://m.stm.info/fr/horaires/arrets/58135/bus,0,,1
58136,58136,de Pierrefonds / Saint-Jean,45.491430,-73.852410,http://m.stm.info/fr/horaires/arrets/58136/bus,0,,1
58137,58137,de Pierrefonds / Saint-Jean,45.491351,-73.852925,http://m.stm.info/fr/horaires/arrets/58137/bus,0,,1
58138,58138,Gouin / René-Émard,45.495612,-73.851153,http://m.stm.info/fr/horaires/arrets/58138/bus,0,,1
58139,58139,René-Émard / Gouin,45.495316,-73.851087,http://m.stm.info/fr/horaires/arrets/58139/bus,0,,1
58140,58140,René-Émard / de Pierrefonds,45.492939,-73.849626,http://m.stm.info/fr/horaires/arrets/58140/bus,0,,1
58141,58141,de Pierrefonds / René-Émard,45.493394,-73.849895,http://m.stm.info/fr/horaires/arrets/58141/bus,0,,1
58142,58142,René-Émard / de Pierrefonds,45.493386,-73.850213,http://m.stm.info/fr/horaires/arrets/58142/bus,0,,1
58143,58143,de Pierrefonds / René-Émard,45.492999,-73.850086,http://m.stm.info/fr/horaires/arrets/58143/bus,0,,1
58144,58144,de René-Émard / Pierrefonds,45.493604,-73.850223,http://m.stm.info/fr/horaires/arrets/58144/bus,0,,2
58145,58145,de René-Émard / Pierrefonds,45.492779,-73.849670,http://m.stm.info/fr/horaires/arrets/58145/bus,0,,1
58146,58146,Gouin / Richmond,45.498134,-73.848722,http://m.stm.info/fr/horaires/arrets/58146/bus,0,,2
58147,58147,Saint-Jean / Anselme-Lavigne,45.487567,-73.848955,http://m.stm.info/fr/horaires/arrets/58147/bus,0,,1
58148,58148,Anselme-Lavigne / Saint-Jean,45.488035,-73.848493,http://m.stm.info/fr/horaires/arrets/58148/bus,0,,1
58149,58149,Anselme-Lavigne / Saint-Jean,45.487849,-73.848864,http://m.stm.info/fr/horaires/arrets/58149/bus,0,,2
58150,58150,Gouin / Richmond,45.497899,-73.848781,http://m.stm.info/fr/horaires/arrets/58150/bus,0,,1
58151,58151,Gouin / Beamish,45.500338,-73.847565,http://m.stm.info/fr/horaires/arrets/58151/bus,0,,1
58152,58152,Gouin / Beamish,45.500619,-73.847381,http://m.stm.info/fr/horaires/arrets/58152/bus,0,,1
58153,58153,de Versailles / Huntington,45.509807,-73.846623,http://m.stm.info/fr/horaires/arrets/58153/bus,0,,2
58154,58154,Brook / des Arbres,45.510311,-73.846083,http://m.stm.info/fr/horaires/arrets/58154/bus,0,,2
58155,58155,de Versailles / Elizabeth,45.507389,-73.845828,http://m.stm.info/fr/horaires/arrets/58155/bus,0,,1
58156,58156,de Versailles / Elizabeth,45.507866,-73.846315,http://m.stm.info/fr/horaires/arrets/58156/bus,0,,1
58157,58157,René-Émard / Anselme-Lavigne,45.489228,-73.846479,http://m.stm.info/fr/horaires/arrets/58157/bus,0,,1
58158,58158,Gouin / Belleville,45.501763,-73.845081,http://m.stm.info/fr/horaires/arrets/58158/bus,0,,2
58159,58159,Gouin / Belleville,45.501627,-73.845303,http://m.stm.info/fr/horaires/arrets/58159/bus,0,,2
58160,58160,de Versailles / Louis-XV,45.504975,-73.844563,http://m.stm.info/fr/horaires/arrets/58160/bus,0,,2
58161,58161,de Versailles / Louis-XV,45.504798,-73.844555,http://m.stm.info/fr/horaires/arrets/58161/bus,0,,1
58162,58162,de Pierrefonds / Belleville,45.498962,-73.841788,http://m.stm.info/fr/horaires/arrets/58162/bus,0,,1
58163,58163,Monk / Fredmir,45.505585,-73.841523,http://m.stm.info/fr/horaires/arrets/58163/bus,0,,2
58164,58164,Monk / Fredmir,45.505557,-73.841224,http://m.stm.info/fr/horaires/arrets/58164/bus,0,,1
58165,58165,Perron / Pavillon,45.511967,-73.840702,http://m.stm.info/fr/horaires/arrets/58165/bus,0,,2
58166,58166,Pavillon / Perron,45.512202,-73.840694,http://m.stm.info/fr/horaires/arrets/58166/bus,0,,2
58167,58167,Brook / Perron,45.510965,-73.840550,http://m.stm.info/fr/horaires/arrets/58167/bus,0,,2
58168,58168,Brook / Perron,45.510986,-73.840244,http://m.stm.info/fr/horaires/arrets/58168/bus,0,,2
58169,58169,Gouin / Fredmir,45.503178,-73.839648,http://m.stm.info/fr/horaires/arrets/58169/bus,0,,1
58170,58170,Gouin / Fredmir,45.503009,-73.839971,http://m.stm.info/fr/horaires/arrets/58170/bus,0,,1
58171,58171,Pavillon / Saint-Louis,45.512929,-73.838180,http://m.stm.info/fr/horaires/arrets/58171/bus,0,,1
58172,58172,Pavillon / Saint-Louis,45.512782,-73.838504,http://m.stm.info/fr/horaires/arrets/58172/bus,0,,1
58173,58173,de Pierrefonds / Fredmir,45.500819,-73.838082,http://m.stm.info/fr/horaires/arrets/58173/bus,0,,1
58174,58174,de Pierrefonds / Fredmir,45.500447,-73.838481,http://m.stm.info/fr/horaires/arrets/58174/bus,0,,1
58175,58175,de Pierrefonds / No 13100,45.500238,-73.839467,http://m.stm.info/fr/horaires/arrets/58175/bus,0,,1
58176,58176,Perron / Monk,45.505826,-73.837928,http://m.stm.info/fr/horaires/arrets/58176/bus,0,,2
58177,58177,Monk / Perron,45.505884,-73.838144,http://m.stm.info/fr/horaires/arrets/58177/bus,0,,2
58178,58178,Perron / Gouin,45.504458,-73.836953,http://m.stm.info/fr/horaires/arrets/58178/bus,0,,1
58179,58179,Gouin / Perron,45.504148,-73.836964,http://m.stm.info/fr/horaires/arrets/58179/bus,0,,1
58180,58180,Pavillon / Hunter,45.513115,-73.835662,http://m.stm.info/fr/horaires/arrets/58180/bus,0,,1
58181,58181,Pavillon / Hunter,45.513044,-73.835987,http://m.stm.info/fr/horaires/arrets/58181/bus,0,,1
58182,58182,Anselme-Lavigne / Fredmir,45.495829,-73.832975,http://m.stm.info/fr/horaires/arrets/58182/bus,0,,1
58183,58183,Fredmir / Anselme-Lavigne,45.495757,-73.833325,http://m.stm.info/fr/horaires/arrets/58183/bus,0,,2
58184,58184,Pavillon / Savoie,45.512585,-73.830759,http://m.stm.info/fr/horaires/arrets/58184/bus,0,,1
58185,58185,Pavillon / Savoie,45.512517,-73.831069,http://m.stm.info/fr/horaires/arrets/58185/bus,0,,2
58186,58186,Pavillon / Richer,45.512345,-73.828423,http://m.stm.info/fr/horaires/arrets/58186/bus,0,,1
58187,58187,Pavillon / Richer,45.512277,-73.828723,http://m.stm.info/fr/horaires/arrets/58187/bus,0,,2
58188,58188,de Pierrefonds / Westpark,45.503785,-73.828740,http://m.stm.info/fr/horaires/arrets/58188/bus,0,,1
58189,58189,Pavillon / Woodland,45.512191,-73.826967,http://m.stm.info/fr/horaires/arrets/58189/bus,0,,1
58190,58190,Pavillon / Woodland,45.512124,-73.827282,http://m.stm.info/fr/horaires/arrets/58190/bus,0,,2
58191,58191,des Sources / Pavillon,45.511877,-73.824076,http://m.stm.info/fr/horaires/arrets/58191/bus,0,,1
58192,58192,Pavillon / Blondin,45.511992,-73.825072,http://m.stm.info/fr/horaires/arrets/58192/bus,0,,1
58193,58193,des Sources / Pavillon,45.511483,-73.824129,http://m.stm.info/fr/horaires/arrets/58193/bus,0,,1
58194,58194,des Sources / Gouin,45.509490,-73.822575,http://m.stm.info/fr/horaires/arrets/58194/bus,0,,1
58195,58195,Gouin / des Sources,45.508784,-73.820987,http://m.stm.info/fr/horaires/arrets/58195/bus,0,,2
58196,58196,des Sources / Gouin,45.508077,-73.821391,http://m.stm.info/fr/horaires/arrets/58196/bus,0,,1
58197,58197,de Pierrefonds / Saint-Barnabas,45.504470,-73.826354,http://m.stm.info/fr/horaires/arrets/58197/bus,0,,1
58198,58198,des Sources / de Pierrefonds,45.506697,-73.819633,http://m.stm.info/fr/horaires/arrets/58198/bus,0,,1
58199,58199,des Sources / de Pierrefonds,45.507107,-73.820453,http://m.stm.info/fr/horaires/arrets/58199/bus,0,,1
58200,58200,de Pierrefonds / des Sources,45.506500,-73.820257,http://m.stm.info/fr/horaires/arrets/58200/bus,0,,1
58201,58201,des Sources / de Pierrefonds,45.506416,-73.819782,http://m.stm.info/fr/horaires/arrets/58201/bus,0,,1
58202,58202,de Pierrefonds / Gouin,45.509162,-73.818728,http://m.stm.info/fr/horaires/arrets/58202/bus,0,,1
58203,58203,Gouin / de Pierrefonds,45.509780,-73.818761,http://m.stm.info/fr/horaires/arrets/58203/bus,0,,1
58204,58204,Gouin / de Pierrefonds,45.509445,-73.819314,http://m.stm.info/fr/horaires/arrets/58204/bus,0,,1
58205,58205,des Sources / Ross,45.504727,-73.817719,http://m.stm.info/fr/horaires/arrets/58205/bus,0,,1
58206,58206,des Sources / Ross,45.504725,-73.818141,http://m.stm.info/fr/horaires/arrets/58206/bus,0,,1
58207,58207,Gouin / Meighen,45.510949,-73.813667,http://m.stm.info/fr/horaires/arrets/58207/bus,0,,1
58208,58208,Gare Roxboro-Pierrefonds,45.510787,-73.814219,http://m.stm.info/fr/horaires/arrets/58208/bus,0,,1
58209,58209,Gouin / Dollard,45.506185,-73.791879,http://m.stm.info/fr/horaires/arrets/58209/bus,0,,1
58210,58210,Gouin / Deslauriers,45.505359,-73.787910,http://m.stm.info/fr/horaires/arrets/58210/bus,0,,1
58211,58211,Gare Sunnybrooke (Gouin / de Lucerne),45.504941,-73.785897,http://m.stm.info/fr/horaires/arrets/58211/bus,0,,1
58212,58212,Gouin / Robitaille,45.504129,-73.781800,http://m.stm.info/fr/horaires/arrets/58212/bus,0,,1
58213,58213,Gouin / Alexander,45.504437,-73.778773,http://m.stm.info/fr/horaires/arrets/58213/bus,0,,1
58214,58214,Gouin / Alexander,45.504230,-73.779003,http://m.stm.info/fr/horaires/arrets/58214/bus,0,,1
58215,58215,Gouin / Laurin,45.506001,-73.775211,http://m.stm.info/fr/horaires/arrets/58215/bus,0,,1
58216,58216,Gouin / Hortie,45.506598,-73.773852,http://m.stm.info/fr/horaires/arrets/58216/bus,0,,1
58217,58217,Gouin / d'Orléans,45.507328,-73.771915,http://m.stm.info/fr/horaires/arrets/58217/bus,0,,1
58218,58218,Gouin / d'Orléans,45.507114,-73.772183,http://m.stm.info/fr/horaires/arrets/58218/bus,0,,1
58219,58219,Gouin / Wilfrid,45.507685,-73.768999,http://m.stm.info/fr/horaires/arrets/58219/bus,0,,1
58220,58220,Antoine-Faucon / Henri-Daoust,45.457282,-73.872906,http://m.stm.info/fr/horaires/arrets/58220/bus,0,,2
58221,58221,Antoine-Faucon / Henri-Daoust,45.457097,-73.873049,http://m.stm.info/fr/horaires/arrets/58221/bus,0,,2
58222,58222,Henri-Daoust / Antoine-Faucon,45.456891,-73.872773,http://m.stm.info/fr/horaires/arrets/58222/bus,0,,1
58223,58223,Antoine-Faucon / des Cageux,45.453722,-73.880295,http://m.stm.info/fr/horaires/arrets/58223/bus,0,,1
58224,58224,Antoine-Faucon / des Cageux,45.453536,-73.880404,http://m.stm.info/fr/horaires/arrets/58224/bus,0,,2
58225,58225,Antoine-Faucon / Grilli,45.455976,-73.875628,http://m.stm.info/fr/horaires/arrets/58225/bus,0,,1
58226,58226,Antoine-Faucon / Grilli,45.455769,-73.875779,http://m.stm.info/fr/horaires/arrets/58226/bus,0,,2
58227,58227,Antoine-Faucon /du Château-Pierrefonds,45.452545,-73.886011,http://m.stm.info/fr/horaires/arrets/58227/bus,0,,1
58228,58228,du Château-Pierrefonds / Antoine-Faucon,45.452633,-73.886471,http://m.stm.info/fr/horaires/arrets/58228/bus,0,,1
58229,58229,du Château-Pierrefonds / Meloche,45.456521,-73.889220,http://m.stm.info/fr/horaires/arrets/58229/bus,0,,1
58230,58230,du Château-Pierrefonds / Meloche,45.456650,-73.889546,http://m.stm.info/fr/horaires/arrets/58230/bus,0,,1
58231,58231,du Château-Pierrefonds / Rousson,45.459112,-73.892327,http://m.stm.info/fr/horaires/arrets/58231/bus,0,,1
58232,58232,de Pierrefonds / du Château-Pierrefonds,45.459785,-73.892359,http://m.stm.info/fr/horaires/arrets/58232/bus,0,,1
58233,58233,du Château-Pierrefonds / de Pierrefonds,45.459714,-73.892973,http://m.stm.info/fr/horaires/arrets/58233/bus,0,,1
58234,58234,Gouin / Aumais,45.489808,-73.857623,http://m.stm.info/fr/horaires/arrets/58234/bus,0,,1
58235,58235,Gare Sunnybrooke (Gouin / Sunnybrooke),45.504603,-73.785033,http://m.stm.info/fr/horaires/arrets/58235/bus,0,,1
58236,58236,de Pierrefonds / Esther-Blondin,45.485235,-73.857917,http://m.stm.info/fr/horaires/arrets/58236/bus,0,,1
58237,58237,de Pierrefonds / Esther-Blondin,45.485448,-73.858041,http://m.stm.info/fr/horaires/arrets/58237/bus,0,,1
58238,58238,de Pierrefonds / de Riva-Bella,45.461343,-73.888313,http://m.stm.info/fr/horaires/arrets/58238/bus,0,,1
58239,58239,de Pierrefonds / Prével,45.461053,-73.888568,http://m.stm.info/fr/horaires/arrets/58239/bus,0,,1
58240,58240,de Pierrefonds / des Cageux,45.462921,-73.884399,http://m.stm.info/fr/horaires/arrets/58240/bus,0,,1
58241,58241,de Pierrefonds / des Cageux,45.462611,-73.884611,http://m.stm.info/fr/horaires/arrets/58241/bus,0,,1
58242,58242,des Cageux / de Pierrefonds,45.462904,-73.884678,http://m.stm.info/fr/horaires/arrets/58242/bus,0,,1
58243,58243,des Cageux / Legault,45.463239,-73.884776,http://m.stm.info/fr/horaires/arrets/58243/bus,0,,1
58244,58244,de Pierrefonds / Harry-Worth,45.488010,-73.856430,http://m.stm.info/fr/horaires/arrets/58244/bus,0,,1
58245,58245,de Pierrefonds / Harry-Worth,45.487647,-73.856325,http://m.stm.info/fr/horaires/arrets/58245/bus,0,,1
58246,58246,de Pierrefonds / Perron,45.502150,-73.834471,http://m.stm.info/fr/horaires/arrets/58246/bus,0,,1
58247,58247,de Pierrefonds / Perron,45.501849,-73.834828,http://m.stm.info/fr/horaires/arrets/58247/bus,0,,1
58249,58249,des Cageux / Gouin,45.466173,-73.887764,http://m.stm.info/fr/horaires/arrets/58249/bus,0,,2
58250,58250,des Cageux / Gouin,45.465970,-73.887772,http://m.stm.info/fr/horaires/arrets/58250/bus,0,,2
58251,58251,Gouin / No 10376,45.509616,-73.802553,http://m.stm.info/fr/horaires/arrets/58251/bus,0,,1
58252,58252,Gouin / No 10376,45.509634,-73.802209,http://m.stm.info/fr/horaires/arrets/58252/bus,0,,1
58253,58253,Gouin / No 18465,45.462584,-73.898311,http://m.stm.info/fr/horaires/arrets/58253/bus,0,,2
58254,58254,Gouin / No 18923,45.460626,-73.902688,http://m.stm.info/fr/horaires/arrets/58254/bus,0,,2
58255,58255,Gouin / No 18923,45.460827,-73.902161,http://m.stm.info/fr/horaires/arrets/58255/bus,0,,2
58256,58256,Parc-nature du Cap-Saint-Jacques,45.461597,-73.920575,http://m.stm.info/fr/horaires/arrets/58256/bus,0,,2
58257,58257,Gouin / De La Morandière,45.460529,-73.909381,http://m.stm.info/fr/horaires/arrets/58257/bus,0,,2
58258,58258,Gouin / De La Morandière,45.460438,-73.909790,http://m.stm.info/fr/horaires/arrets/58258/bus,0,,2
58259,58259,du Château-Pierrefonds / du Manoir,45.461357,-73.894231,http://m.stm.info/fr/horaires/arrets/58259/bus,0,,1
58260,58260,du Château-Pierrefonds / Joseph-Wilson,45.460589,-73.893483,http://m.stm.info/fr/horaires/arrets/58260/bus,0,,1
58261,58261,de Pierrefonds / Louis-Fréchette,45.466937,-73.878123,http://m.stm.info/fr/horaires/arrets/58261/bus,0,,1
58262,58262,de Pierrefonds / Forbes,45.471247,-73.873393,http://m.stm.info/fr/horaires/arrets/58262/bus,0,,1
58263,58263,de Pierrefonds / Forbes,45.470869,-73.873342,http://m.stm.info/fr/horaires/arrets/58263/bus,0,,1
58264,58264,de Pierrefonds / Sainte-Anne,45.475711,-73.871130,http://m.stm.info/fr/horaires/arrets/58264/bus,0,,1
58265,58265,de Pierrefonds / Jacques-Bizard,45.481495,-73.861940,http://m.stm.info/fr/horaires/arrets/58265/bus,0,,1
58266,58266,de Pierrefonds / Jacques-Bizard,45.481736,-73.862611,http://m.stm.info/fr/horaires/arrets/58266/bus,0,,1
58267,58267,Jacques-Bizard / de Pierrefonds,45.482983,-73.862625,http://m.stm.info/fr/horaires/arrets/58267/bus,0,,1
58268,58268,de Pierrefonds / Saint-Pierre,45.484336,-73.859349,http://m.stm.info/fr/horaires/arrets/58268/bus,0,,1
58269,58269,de Pierrefonds / Saint-Pierre,45.483543,-73.860081,http://m.stm.info/fr/horaires/arrets/58269/bus,0,,1
58270,58270,de Pierrefonds / Richmond,45.495364,-73.846718,http://m.stm.info/fr/horaires/arrets/58270/bus,0,,1
58271,58271,de Pierrefonds / Richmond,45.495463,-73.846956,http://m.stm.info/fr/horaires/arrets/58271/bus,0,,1
58272,58272,de Pierrefonds / Aragon,45.496909,-73.844637,http://m.stm.info/fr/horaires/arrets/58272/bus,0,,1
58273,58273,de Pierrefonds / Fox,45.497492,-73.844124,http://m.stm.info/fr/horaires/arrets/58273/bus,0,,1
58274,58274,de Pierrefonds / Belleville,45.498618,-73.841978,http://m.stm.info/fr/horaires/arrets/58274/bus,0,,1
